ID,Resistance,Voltage,Temperature,DateTime
607,5.94,3.279,0,02-12-2022 16:28
608,5.78,3.282,0,02-12-2022 16:28
609,5.69,3.276,0,02-12-2022 16:29
610,5.78,3.278,0,02-12-2022 16:29
611,5.81,3.282,0,02-12-2022 16:29
612,5.98,3.283,0,02-12-2022 16:29
613,5.8,3.283,0,02-12-2022 16:29
614,5.83,3.275,0,02-12-2022 16:29
615,5.81,3.278,0,02-12-2022 16:30
616,5.84,3.283,0,02-12-2022 16:30
617,5.83,3.282,0,02-12-2022 16:30
618,5.76,3.282,0,02-12-2022 16:31
619,5.96,3.282,0,02-12-2022 16:31
620,5.76,3.281,0,02-12-2022 16:31
621,5.73,3.282,0,02-12-2022 16:32
622,5.69,3.273,0,02-12-2022 16:32
623,5.7,3.28,0,02-12-2022 16:32
624,5.76,3.277,0,02-12-2022 16:32
625,5.6,3.282,0,02-12-2022 16:32
626,5.86,3.278,0,02-12-2022 16:32
627,5.64,3.283,0,02-12-2022 16:32
628,5.77,3.282,0,02-12-2022 16:33
629,5.75,3.284,0,02-12-2022 16:33
630,5.7,3.282,0,02-12-2022 16:33
631,5.65,3.283,0,02-12-2022 16:33
632,5.75,3.281,0,02-12-2022 16:33
633,5.82,3.282,0,02-12-2022 16:34
634,5.89,3.282,0,02-12-2022 16:34
635,5.64,3.276,0,02-12-2022 16:34
636,5.69,3.28,0,02-12-2022 16:34
637,5.85,3.282,0,02-12-2022 16:34
638,5.81,3.277,0,02-12-2022 16:34
639,5.74,3.283,0,02-12-2022 16:34
640,5.75,3.282,0,02-12-2022 16:35
641,5.98,3.281,0,02-12-2022 16:35
642,5.65,3.282,0,02-12-2022 16:35
643,5.74,3.282,0,02-12-2022 16:35
644,5.8,3.278,0,02-12-2022 16:35
645,5.75,3.282,0,02-12-2022 16:36
646,5.84,3.281,0,02-12-2022 16:36
647,6.07,3.281,0,02-12-2022 16:36
648,5.81,3.281,0,02-12-2022 16:37
649,5.79,3.275,0,02-12-2022 16:37
650,5.87,3.281,0,02-12-2022 16:37
651,5.82,3.279,0,02-12-2022 16:38
652,5.76,3.278,0,02-12-2022 16:38
653,5.75,3.282,0,02-12-2022 16:38
654,5.68,3.275,0,02-12-2022 16:38
655,5.74,3.281,0,02-12-2022 16:38
656,5.84,3.279,0,02-12-2022 16:39
657,5.62,3.268,0,02-12-2022 16:39
658,5.85,3.282,0,02-12-2022 16:39
659,5.8,3.282,0,02-12-2022 16:39
660,5.8,3.28,0,02-12-2022 16:39
661,5.85,3.281,0,02-12-2022 16:39
662,5.68,3.283,0,02-12-2022 16:40
663,6.8,3.277,0,02-12-2022 16:40
664,5.81,3.283,0,02-12-2022 16:40
665,5.85,3.28,0,02-12-2022 16:40
666,5.68,3.281,0,02-12-2022 16:40
667,5.77,3.265,0,02-12-2022 16:40
668,5.9,3.28,0,02-12-2022 16:40
669,5.78,3.282,0,02-12-2022 16:41
670,5.72,3.28,0,02-12-2022 16:41
671,5.74,3.279,0,02-12-2022 16:41
672,5.75,3.279,0,02-12-2022 16:41
673,5.77,3.284,0,02-12-2022 16:41
674,5.69,3.261,0,02-12-2022 16:41
675,5.82,3.282,0,02-12-2022 16:41
676,5.86,3.282,0,02-12-2022 16:42
677,5.83,3.276,0,02-12-2022 16:42
678,5.69,3.283,0,02-12-2022 16:42
679,5.69,3.283,0,02-12-2022 16:42
680,5.74,3.283,0,02-12-2022 16:42
681,5.67,3.281,0,02-12-2022 16:42
682,5.91,3.282,0,02-12-2022 16:43
683,5.81,3.283,0,02-12-2022 16:43
684,5.61,3.282,0,02-12-2022 16:43
685,5.89,3.281,0,02-12-2022 16:43
686,6.1,3.28,0,02-12-2022 16:43
687,5.77,3.278,0,02-12-2022 16:43
688,5.88,3.279,0,02-12-2022 16:44
689,5.85,3.278,0,02-12-2022 16:44
690,5.71,3.28,0,02-12-2022 16:44
691,5.71,3.281,0,02-12-2022 16:44
692,5.8,3.278,0,02-12-2022 16:44
693,5.88,3.277,0,02-12-2022 16:44
694,5.83,3.28,0,02-12-2022 16:44
695,5.77,3.281,0,02-12-2022 16:45
696,5.72,3.283,0,02-12-2022 16:45
697,5.77,3.281,0,02-12-2022 16:45
698,5.83,3.281,0,02-12-2022 16:45
699,5.76,3.282,0,02-12-2022 16:45
700,5.77,3.281,0,02-12-2022 16:45
701,5.66,3.28,0,02-12-2022 16:47
702,5.84,3.28,0,02-12-2022 16:47
703,5.66,3.282,0,02-12-2022 16:47
704,5.85,3.282,0,02-12-2022 16:47
705,5.84,3.279,0,02-12-2022 16:47
706,5.68,3.28,0,02-12-2022 16:47
707,5.79,3.281,0,02-12-2022 16:48
708,5.93,3.279,0,02-12-2022 16:48
709,5.83,3.275,0,02-12-2022 16:48
710,5.87,3.282,0,02-12-2022 16:48
711,5.82,3.279,0,02-12-2022 16:48
712,5.68,3.267,0,02-12-2022 16:48
713,5.79,3.281,0,02-12-2022 16:49
714,5.83,3.275,0,02-12-2022 16:49
715,5.83,3.281,0,02-12-2022 16:49
716,5.77,3.273,0,02-12-2022 16:49
717,5.75,3.278,0,02-12-2022 16:49
718,5.92,3.283,0,02-12-2022 16:49
719,5.62,3.28,0,02-12-2022 16:50
720,5.74,3.282,0,02-12-2022 16:50
721,5.74,3.283,0,02-12-2022 16:51
722,5.9,3.284,0,02-12-2022 16:51
723,5.71,3.283,0,02-12-2022 16:51
724,5.74,3.281,0,02-12-2022 16:51
725,5.72,3.283,0,02-12-2022 16:51
726,5.73,3.282,0,02-12-2022 16:52
727,5.79,3.282,0,02-12-2022 16:52
728,5.75,3.282,0,02-12-2022 16:52
729,5.78,3.281,0,02-12-2022 16:52
730,5.74,3.282,0,02-12-2022 16:52
731,5.71,3.283,0,02-12-2022 16:52
732,5.67,3.277,0,02-12-2022 16:53
733,5.8,3.282,0,02-12-2022 16:53
734,5.84,3.282,0,02-12-2022 16:54
735,5.7,3.278,0,02-12-2022 16:55
736,5.7,3.278,0,02-12-2022 16:55
737,5.74,3.28,0,02-12-2022 16:55
738,5.62,3.282,0,02-12-2022 16:55
739,5.65,3.281,0,02-12-2022 16:55
740,5.73,3.281,0,02-12-2022 16:55
741,5.65,3.282,0,02-12-2022 16:56
742,5.72,3.282,0,02-12-2022 16:56
743,5.77,3.282,0,02-12-2022 16:56
744,5.81,3.28,0,02-12-2022 16:57
745,5.76,3.282,0,02-12-2022 16:57
746,5.69,3.282,0,02-12-2022 16:57
747,5.65,3.282,0,02-12-2022 16:57
748,5.7,3.28,0,02-12-2022 16:57
749,5.77,3.282,0,02-12-2022 16:58
750,5.75,3.28,0,02-12-2022 16:58
751,5.7,3.282,0,02-12-2022 16:58
752,5.69,3.27,0,02-12-2022 16:58
753,5.62,3.283,0,02-12-2022 16:58
754,5.76,3.282,0,02-12-2022 16:58
755,5.87,3.28,0,02-12-2022 16:58
756,5.67,3.281,0,02-12-2022 16:59
757,5.63,3.28,0,02-12-2022 16:59
758,5.78,3.282,0,02-12-2022 16:59
759,5.64,3.283,0,02-12-2022 16:59
760,5.79,3.28,0,02-12-2022 16:59
761,5.67,3.277,0,02-12-2022 17:00
762,5.62,3.28,0,02-12-2022 17:00
763,5.7,3.281,0,02-12-2022 17:00
764,5.73,3.277,0,02-12-2022 17:00
765,5.92,3.282,0,02-12-2022 17:00
766,5.77,3.281,0,02-12-2022 17:01
767,5.75,3.282,0,02-12-2022 17:01
768,5.78,3.281,0,02-12-2022 17:01
769,5.72,3.281,0,02-12-2022 17:01
770,5.6,3.282,0,02-12-2022 17:01
771,5.69,3.278,0,02-12-2022 17:01
772,5.73,3.281,0,02-12-2022 17:01
773,5.82,3.281,0,02-12-2022 17:02
774,5.71,3.281,0,02-12-2022 17:02
775,5.63,3.281,0,02-12-2022 17:02
776,5.64,3.278,0,02-12-2022 17:02
777,5.78,3.279,0,02-12-2022 17:02
778,5.73,3.282,0,02-12-2022 17:02
779,5.74,3.282,0,02-12-2022 17:03
780,5.65,3.282,0,02-12-2022 17:03
781,5.75,3.283,0,02-12-2022 17:03
782,5.71,3.282,0,02-12-2022 17:03
783,5.63,3.282,0,02-12-2022 17:03
784,5.72,3.278,0,02-12-2022 17:04
785,5.68,3.281,0,02-12-2022 17:04
786,5.6,3.28,0,02-12-2022 17:04
787,5.86,3.28,0,02-12-2022 17:04
788,5.86,3.281,0,02-12-2022 17:04
789,5.61,3.278,0,02-12-2022 17:04
790,5.63,3.282,0,02-12-2022 17:04
791,5.68,3.28,0,02-12-2022 17:05
792,5.57,3.281,0,02-12-2022 17:05
793,5.68,3.282,0,02-12-2022 17:05
794,5.66,3.28,0,02-12-2022 17:05
795,5.76,3.28,0,02-12-2022 17:05
796,5.5,3.282,0,02-12-2022 17:05
797,5.61,3.282,0,02-12-2022 17:05
798,5.67,3.283,0,02-12-2022 17:06
799,5.63,3.282,0,02-12-2022 17:06
800,5.62,3.282,0,02-12-2022 17:06
801,5.68,3.28,0,03-12-2022 09:15
802,5.72,3.28,0,03-12-2022 09:15
803,5.78,3.288,0,03-12-2022 09:17
804,5.77,3.287,0,03-12-2022 09:17
805,5.9,3.28,0,03-12-2022 09:18
806,5.78,3.281,0,03-12-2022 09:18
807,5.71,3.281,0,03-12-2022 09:18
808,5.63,3.28,0,03-12-2022 09:18
809,5.68,3.28,0,03-12-2022 09:18
810,5.66,3.281,0,03-12-2022 09:18
811,5.69,3.28,0,03-12-2022 09:19
812,5.77,3.28,0,03-12-2022 09:19
813,5.75,3.28,0,03-12-2022 09:19
814,5.71,3.274,0,03-12-2022 09:19
815,5.69,3.281,0,03-12-2022 09:19
816,5.64,3.278,0,03-12-2022 09:19
817,5.77,3.276,0,03-12-2022 09:19
818,5.79,3.276,0,03-12-2022 09:19
819,5.67,3.279,0,03-12-2022 09:19
820,5.71,3.281,0,03-12-2022 09:19
821,5.68,3.28,0,03-12-2022 09:20
822,5.75,3.281,0,03-12-2022 09:20
823,5.71,3.278,0,03-12-2022 09:20
824,5.82,3.28,0,03-12-2022 09:20
825,5.73,3.279,0,03-12-2022 09:20
826,5.65,3.279,0,03-12-2022 09:21
827,5.68,3.277,0,03-12-2022 09:21
828,5.79,3.28,0,03-12-2022 09:21
829,5.79,3.281,0,03-12-2022 09:21
830,5.72,3.28,0,03-12-2022 09:21
831,5.73,3.28,0,03-12-2022 09:21
832,5.64,3.28,0,03-12-2022 09:21
833,5.79,3.281,0,03-12-2022 09:22
834,5.88,3.279,0,03-12-2022 09:22
835,5.76,3.281,0,03-12-2022 09:22
836,5.78,3.28,0,03-12-2022 09:22
837,5.72,3.281,0,03-12-2022 09:22
838,5.83,3.28,0,03-12-2022 09:22
839,5.88,3.281,0,03-12-2022 09:22
840,5.7,3.279,0,03-12-2022 09:22
841,5.74,3.281,0,03-12-2022 09:23
842,5.72,3.28,0,03-12-2022 09:23
843,5.92,3.281,0,03-12-2022 09:23
844,5.72,3.28,0,03-12-2022 09:23
845,5.85,3.271,0,03-12-2022 09:23
846,5.68,3.277,0,03-12-2022 09:24
847,5.65,3.28,0,03-12-2022 09:24
848,5.68,3.279,0,03-12-2022 09:24
849,5.81,3.278,0,03-12-2022 09:24
850,5.74,3.27,0,03-12-2022 09:24
851,5.89,3.281,0,03-12-2022 09:24
852,5.87,3.281,0,03-12-2022 09:24
853,5.75,3.28,0,03-12-2022 09:24
854,5.76,3.281,0,03-12-2022 09:25
855,5.9,3.279,0,03-12-2022 09:25
856,5.71,3.278,0,03-12-2022 09:25
857,5.64,3.28,0,03-12-2022 09:25
858,5.88,3.28,0,03-12-2022 09:25
859,5.76,3.278,0,03-12-2022 09:25
860,5.8,3.275,0,03-12-2022 09:25
861,5.69,3.28,0,03-12-2022 09:26
862,5.7,3.281,0,03-12-2022 09:26
863,5.76,3.271,0,03-12-2022 09:26
864,5.71,3.28,0,03-12-2022 09:26
865,5.66,3.279,0,03-12-2022 09:26
866,5.68,3.28,0,03-12-2022 09:26
867,5.72,3.273,0,03-12-2022 09:27
868,5.71,3.279,0,03-12-2022 09:27
869,5.59,3.281,0,03-12-2022 09:27
870,5.71,3.28,0,03-12-2022 09:27
871,5.91,3.279,0,03-12-2022 09:28
872,5.93,3.279,0,03-12-2022 09:28
873,5.75,3.28,0,03-12-2022 09:28
874,5.78,3.28,0,03-12-2022 09:28
875,5.88,3.276,0,03-12-2022 09:28
876,6,3.281,0,03-12-2022 09:28
877,5.68,3.281,0,03-12-2022 09:28
878,5.63,3.281,0,03-12-2022 09:28
879,5.72,3.281,0,03-12-2022 09:29
880,5.7,3.281,0,03-12-2022 09:29
881,5.81,3.28,0,03-12-2022 09:29
882,5.89,3.28,0,03-12-2022 09:29
883,5.76,3.275,0,03-12-2022 09:29
884,5.76,3.281,0,03-12-2022 09:29
885,5.68,3.281,0,03-12-2022 09:30
886,5.75,3.28,0,03-12-2022 09:30
887,5.73,3.276,0,03-12-2022 09:30
888,5.75,3.281,0,03-12-2022 09:30
889,5.9,3.28,0,03-12-2022 09:30
890,5.78,3.279,0,03-12-2022 09:30
891,5.79,3.28,0,03-12-2022 09:30
892,5.59,3.279,0,03-12-2022 09:30
893,5.7,3.28,0,03-12-2022 09:31
894,5.83,3.281,0,03-12-2022 09:31
895,5.8,3.276,0,03-12-2022 09:31
896,5.8,3.281,0,03-12-2022 09:31
897,5.78,3.281,0,03-12-2022 09:31
898,5.84,3.277,0,03-12-2022 09:31
899,5.76,3.279,0,03-12-2022 09:31
900,5.81,3.279,0,03-12-2022 09:32
901,5.81,3.281,0,03-12-2022 09:33
902,5.88,3.28,0,03-12-2022 09:33
903,5.73,3.272,0,03-12-2022 09:33
904,5.67,3.281,0,03-12-2022 09:34
905,5.71,3.275,0,03-12-2022 09:34
906,5.8,3.274,0,03-12-2022 09:34
907,5.82,3.282,0,03-12-2022 09:34
908,5.66,3.28,0,03-12-2022 09:34
909,5.8,3.281,0,03-12-2022 09:34
910,5.95,3.279,0,03-12-2022 09:34
911,5.7,3.283,0,03-12-2022 09:34
912,5.94,3.281,0,03-12-2022 09:35
913,5.66,3.28,0,03-12-2022 09:35
914,5.62,3.253,0,03-12-2022 09:35
915,5.84,3.25,0,03-12-2022 09:35
916,5.84,3.281,0,03-12-2022 09:35
917,5.82,3.28,0,03-12-2022 09:35
918,5.85,3.281,0,03-12-2022 09:35
919,5.82,3.278,0,03-12-2022 09:35
920,5.87,3.276,0,03-12-2022 09:35
921,5.69,3.28,0,03-12-2022 09:36
922,5.95,3.281,0,03-12-2022 09:36
923,5.72,3.279,0,03-12-2022 09:36
924,5.79,3.272,0,03-12-2022 09:36
925,5.7,3.281,0,03-12-2022 09:36
926,5.73,3.281,0,03-12-2022 09:36
927,5.72,3.28,0,03-12-2022 09:36
928,5.95,3.281,0,03-12-2022 09:37
929,5.78,3.281,0,03-12-2022 09:37
930,5.8,3.28,0,03-12-2022 09:37
931,5.59,3.28,0,03-12-2022 09:37
932,5.75,3.27,0,03-12-2022 09:37
933,5.82,3.265,0,03-12-2022 09:37
934,5.83,3.28,0,03-12-2022 09:37
935,5.78,3.281,0,03-12-2022 09:38
936,5.76,3.281,0,03-12-2022 09:38
937,5.84,3.28,0,03-12-2022 09:38
938,5.59,3.281,0,03-12-2022 09:38
939,5.81,3.275,0,03-12-2022 09:38
940,5.78,3.273,0,03-12-2022 09:38
941,5.61,3.27,0,03-12-2022 09:39
942,5.77,3.28,0,03-12-2022 09:39
943,5.74,3.27,0,03-12-2022 09:39
944,5.85,3.279,0,03-12-2022 09:39
945,5.71,3.276,0,03-12-2022 09:39
946,5.65,3.28,0,03-12-2022 09:39
947,5.82,3.281,0,03-12-2022 09:39
948,5.86,3.282,0,03-12-2022 09:40
949,5.86,3.279,0,03-12-2022 09:40
950,6.02,3.279,0,03-12-2022 09:40
951,5.89,3.281,0,03-12-2022 09:40
952,5.83,3.279,0,03-12-2022 09:40
953,5.81,3.281,0,03-12-2022 09:40
954,5.9,3.281,0,03-12-2022 09:40
955,5.75,3.282,0,03-12-2022 09:40
956,5.95,3.28,0,03-12-2022 09:41
957,5.83,3.278,0,03-12-2022 09:41
958,5.71,3.28,0,03-12-2022 09:41
959,5.8,3.266,0,03-12-2022 09:41
960,5.82,3.277,0,03-12-2022 09:41
961,5.95,3.275,0,03-12-2022 09:41
962,5.76,3.272,0,03-12-2022 09:42
963,5.66,3.272,0,03-12-2022 09:42
964,5.74,3.281,0,03-12-2022 09:42
965,5.63,3.28,0,03-12-2022 09:42
966,5.67,3.281,0,03-12-2022 09:42
967,5.68,3.281,0,03-12-2022 09:42
968,5.69,3.281,0,03-12-2022 09:42
969,5.63,3.282,0,03-12-2022 09:42
970,5.84,3.281,0,03-12-2022 09:43
971,5.67,3.28,0,03-12-2022 09:43
972,5.67,3.282,0,03-12-2022 09:43
973,5.9,3.28,0,03-12-2022 09:43
974,5.82,3.265,0,03-12-2022 09:43
975,5.89,3.281,0,03-12-2022 09:43
976,5.77,3.281,0,03-12-2022 09:43
977,5.81,3.28,0,03-12-2022 09:44
978,5.73,3.281,0,03-12-2022 09:44
979,5.82,3.281,0,03-12-2022 09:44
980,5.74,3.281,0,03-12-2022 09:44
981,5.71,3.281,0,03-12-2022 09:44
982,5.57,3.278,0,03-12-2022 09:44
983,5.73,3.281,0,03-12-2022 09:45
984,5.71,3.279,0,03-12-2022 09:45
985,5.71,3.265,0,03-12-2022 09:45
986,5.8,3.277,0,03-12-2022 09:45
987,5.71,3.28,0,03-12-2022 09:45
988,5.72,3.281,0,03-12-2022 09:45
989,5.76,3.277,0,03-12-2022 09:45
990,5.62,3.272,0,03-12-2022 09:46
991,5.64,3.281,0,03-12-2022 09:46
992,5.82,3.281,0,03-12-2022 09:46
993,5.78,3.282,0,03-12-2022 09:46
994,5.91,3.28,0,03-12-2022 09:46
995,5.75,3.278,0,03-12-2022 09:46
996,5.75,3.281,0,03-12-2022 09:46
997,5.75,3.275,0,03-12-2022 09:46
998,5.57,3.279,0,03-12-2022 09:47
999,5.66,3.281,0,03-12-2022 09:47
1000,5.87,3.279,0,03-12-2022 09:47
1001,5.79,3.28,0,03-12-2022 09:51
1002,5.73,3.276,0,03-12-2022 09:51
1003,5.9,3.281,0,03-12-2022 09:52
1004,5.64,3.281,0,03-12-2022 09:52
1005,5.85,3.28,0,03-12-2022 09:52
1006,5.73,3.28,0,03-12-2022 09:52
1007,5.56,3.281,0,03-12-2022 09:52
1008,5.56,3.278,0,03-12-2022 09:52
1009,5.83,3.276,0,03-12-2022 09:52
1010,5.71,3.282,0,03-12-2022 09:53
1011,5.84,3.276,0,03-12-2022 09:53
1012,5.75,3.281,0,03-12-2022 09:53
1013,5.94,3.282,0,03-12-2022 09:53
1014,5.71,3.278,0,03-12-2022 09:53
1015,5.91,3.28,0,03-12-2022 09:53
1016,5.63,3.281,0,03-12-2022 09:53
1017,5.82,3.281,0,03-12-2022 09:53
1018,5.79,3.281,0,03-12-2022 09:54
1019,5.67,3.281,0,03-12-2022 09:54
1020,5.65,3.28,0,03-12-2022 09:54
1021,5.72,3.281,0,03-12-2022 09:54
1022,5.65,3.278,0,03-12-2022 09:55
1023,5.64,3.28,0,03-12-2022 09:55
1024,5.63,3.28,0,03-12-2022 09:55
1025,5.69,3.281,0,03-12-2022 09:55
1026,5.74,3.279,0,03-12-2022 09:55
1027,5.68,3.28,0,03-12-2022 09:55
1028,5.75,3.282,0,03-12-2022 09:55
1029,5.66,3.281,0,03-12-2022 09:56
1030,5.7,3.282,0,03-12-2022 09:56
1031,5.64,3.277,0,03-12-2022 09:56
1032,5.76,3.281,0,03-12-2022 09:56
1033,5.72,3.28,0,03-12-2022 09:56
1034,5.82,3.281,0,03-12-2022 09:56
1035,5.66,3.281,0,03-12-2022 09:56
1036,5.76,3.282,0,03-12-2022 09:57
1037,5.73,3.28,0,03-12-2022 09:57
1038,5.59,3.282,0,03-12-2022 09:57
1039,5.79,3.281,0,03-12-2022 09:57
1040,5.75,3.281,0,03-12-2022 09:57
1041,5.83,3.281,0,03-12-2022 09:57
1042,5.79,3.282,0,03-12-2022 09:58
1043,5.68,3.281,0,03-12-2022 09:58
1044,5.75,3.282,0,03-12-2022 09:58
1045,5.65,3.281,0,03-12-2022 09:58
1046,5.78,3.281,0,03-12-2022 09:58
1047,5.87,3.281,0,03-12-2022 09:58
1048,5.82,3.282,0,03-12-2022 09:59
1049,5.64,3.278,0,03-12-2022 09:59
1050,5.9,3.282,0,03-12-2022 09:59
1051,5.74,3.274,0,03-12-2022 09:59
1052,5.8,3.279,0,03-12-2022 09:59
1053,5.92,3.279,0,03-12-2022 09:59
1054,5.67,3.281,0,03-12-2022 09:59
1055,5.81,3.277,0,03-12-2022 10:00
1056,5.8,3.283,0,03-12-2022 10:00
1057,5.76,3.281,0,03-12-2022 10:00
1058,5.89,3.277,0,03-12-2022 10:00
1059,5.72,3.281,0,03-12-2022 10:00
1060,5.9,3.28,0,03-12-2022 10:00
1061,5.79,3.273,0,03-12-2022 10:01
1062,5.76,3.278,0,03-12-2022 10:01
1063,5.77,3.279,0,03-12-2022 10:01
1064,5.87,3.279,0,03-12-2022 10:01
1065,5.81,3.282,0,03-12-2022 10:02
1066,5.93,3.279,0,03-12-2022 10:02
1067,5.85,3.276,0,03-12-2022 10:02
1068,5.8,3.281,0,03-12-2022 10:02
1069,5.75,3.28,0,03-12-2022 10:02
1070,5.75,3.282,0,03-12-2022 10:03
1071,5.79,3.276,0,03-12-2022 10:03
1072,5.65,3.277,0,03-12-2022 10:03
1073,5.72,3.281,0,03-12-2022 10:03
1074,5.83,3.281,0,03-12-2022 10:03
1075,5.72,3.278,0,03-12-2022 10:03
1076,5.7,3.27,0,03-12-2022 10:03
1077,5.78,3.278,0,03-12-2022 10:03
1078,5.79,3.282,0,03-12-2022 10:04
1079,5.82,3.274,0,03-12-2022 10:04
1080,5.63,3.281,0,03-12-2022 10:04
1081,5.89,3.279,0,03-12-2022 10:04
1082,5.78,3.282,0,03-12-2022 10:05
1083,5.89,3.271,0,03-12-2022 10:05
1084,5.68,3.283,0,03-12-2022 10:05
1085,5.68,3.282,0,03-12-2022 10:05
1086,5.72,3.283,0,03-12-2022 10:05
1087,5.58,3.281,0,03-12-2022 10:05
1088,5.75,3.279,0,03-12-2022 10:05
1089,5.78,3.272,0,03-12-2022 10:05
1090,5.72,3.281,0,03-12-2022 10:06
1091,5.75,3.27,0,03-12-2022 10:06
1092,5.77,3.283,0,03-12-2022 10:06
1093,5.99,3.252,0,03-12-2022 10:06
1094,5.81,3.278,0,03-12-2022 10:06
1095,5.82,3.281,0,03-12-2022 10:06
1096,5.71,3.282,0,03-12-2022 10:06
1097,5.72,3.281,0,03-12-2022 10:07
1098,5.72,3.28,0,03-12-2022 10:07
1099,5.58,3.282,0,03-12-2022 10:07
1100,5.8,3.282,0,03-12-2022 10:24
1101,5.73,3.283,0,03-12-2022 10:24
1102,5.69,3.28,0,03-12-2022 10:24
1103,5.8,3.271,0,03-12-2022 10:24
1104,5.77,3.281,0,03-12-2022 10:24
1105,5.74,3.277,0,03-12-2022 10:24
1106,5.81,3.28,0,03-12-2022 10:24
1107,5.79,3.28,0,03-12-2022 10:25
1108,5.71,3.281,0,03-12-2022 10:25
1109,5.78,3.28,0,03-12-2022 10:25
1110,5.88,3.28,0,03-12-2022 10:25
1111,5.76,3.283,0,03-12-2022 10:25
1112,5.79,3.28,0,03-12-2022 10:25
1113,5.88,3.281,0,03-12-2022 10:25
1114,5.78,3.282,0,03-12-2022 10:25
1115,5.78,3.282,0,03-12-2022 10:26
1116,5.82,3.282,0,03-12-2022 10:26
1117,5.71,3.281,0,03-12-2022 10:26
1118,5.88,3.281,0,03-12-2022 10:26
1119,5.71,3.269,0,03-12-2022 10:26
1120,5.65,3.281,0,03-12-2022 10:27
1121,5.67,3.27,0,03-12-2022 10:27
1122,5.8,3.281,0,03-12-2022 10:27
1123,5.73,3.279,0,03-12-2022 10:27
1124,5.7,3.282,0,03-12-2022 10:27
1125,5.74,3.282,0,03-12-2022 10:27
1126,5.65,3.277,0,03-12-2022 10:28
1127,5.67,3.28,0,03-12-2022 10:28
1128,5.81,3.277,0,03-12-2022 10:28
1129,5.7,3.281,0,03-12-2022 10:28
1130,5.65,3.281,0,03-12-2022 10:28
1131,5.75,3.282,0,03-12-2022 10:28
1132,5.77,3.278,0,03-12-2022 10:28
1133,5.7,3.281,0,03-12-2022 10:28
1134,5.53,3.281,0,03-12-2022 10:29
1135,5.71,3.28,0,03-12-2022 10:29
1136,5.78,3.276,0,03-12-2022 10:29
1137,5.76,3.281,0,03-12-2022 10:29
1138,5.66,3.28,0,03-12-2022 10:29
1139,5.84,3.278,0,03-12-2022 10:29
1140,5.79,3.281,0,03-12-2022 10:29
1141,5.85,3.281,0,03-12-2022 10:30
1142,5.73,3.281,0,03-12-2022 10:30
1143,5.71,3.28,0,03-12-2022 10:30
1144,5.67,3.279,0,03-12-2022 10:31
1145,5.77,3.265,0,03-12-2022 10:31
1146,5.7,3.279,0,03-12-2022 10:32
1147,5.8,3.281,0,03-12-2022 10:32
1148,5.87,3.28,0,03-12-2022 10:32
1149,5.83,3.281,0,03-12-2022 10:32
1150,5.76,3.279,0,03-12-2022 10:46
1151,5.66,3.281,0,03-12-2022 10:46
1152,5.88,3.269,0,03-12-2022 10:46
1153,5.7,3.26,0,03-12-2022 10:46
1154,5.76,3.282,0,03-12-2022 10:46
1155,5.76,3.281,0,03-12-2022 10:46
1156,5.67,3.275,0,03-12-2022 10:53
1157,5.56,3.281,0,03-12-2022 10:53
1158,5.83,3.28,0,03-12-2022 10:53
1159,5.74,3.282,0,03-12-2022 10:53
1160,5.75,3.282,0,03-12-2022 10:54
1161,5.74,3.281,0,03-12-2022 10:54
1162,5.63,3.282,0,03-12-2022 10:54
1163,5.81,3.278,0,03-12-2022 10:54
1164,5.88,3.276,0,03-12-2022 10:54
1165,5.74,3.278,0,03-12-2022 10:55
1166,5.74,3.278,0,03-12-2022 10:55
1167,5.7,3.281,0,03-12-2022 10:55
1168,5.77,3.28,0,03-12-2022 10:55
1169,5.76,3.278,0,03-12-2022 10:55
1170,5.65,3.282,0,03-12-2022 10:55
1171,5.8,3.281,0,03-12-2022 10:55
1172,5.81,3.279,0,03-12-2022 10:56
1173,5.8,3.281,0,03-12-2022 10:56
1174,5.74,3.282,0,03-12-2022 10:56
1175,5.72,3.28,0,03-12-2022 10:56
1176,5.79,3.282,0,03-12-2022 10:56
1177,5.7,3.281,0,03-12-2022 10:56
1178,5.72,3.281,0,03-12-2022 10:56
1179,5.88,3.282,0,03-12-2022 10:56
1180,5.61,3.277,0,03-12-2022 10:57
1181,5.76,3.28,0,03-12-2022 10:57
1182,5.68,3.277,0,03-12-2022 10:58
1183,5.66,3.274,0,03-12-2022 10:58
1184,5.87,3.282,0,03-12-2022 10:58
1185,5.68,3.282,0,03-12-2022 10:58
1186,5.76,3.282,0,03-12-2022 10:58
1187,5.68,3.28,0,03-12-2022 10:58
1188,5.73,3.28,0,03-12-2022 10:58
1189,5.67,3.278,0,03-12-2022 10:58
1190,5.75,3.28,0,03-12-2022 10:59
1191,5.78,3.279,0,03-12-2022 10:59
1192,5.81,3.281,0,03-12-2022 10:59
1193,5.73,3.279,0,03-12-2022 10:59
1194,5.81,3.274,0,03-12-2022 10:59
1195,5.76,3.274,0,03-12-2022 10:59
1196,5.73,3.281,0,03-12-2022 10:59
1197,5.86,3.281,0,03-12-2022 10:59
1198,5.61,3.281,0,03-12-2022 11:00
1199,5.67,3.281,0,03-12-2022 11:00
1200,5.72,3.278,0,03-12-2022 11:00
1201,5.68,3.276,0,03-12-2022 11:21
1202,5.76,3.286,0,03-12-2022 11:21
1203,5.67,3.29,0,03-12-2022 11:21
1204,5.84,3.29,0,03-12-2022 11:21
